,delta_f_hat_mhz,delta_f_hat_mhz,delta_f_hat_mhz,jitter_mhz,linewidth_mhz,A_pol,band_class
,mean,std,count,mean,mean,mean,<lambda>
family_id,,,,,,,
-1,3.7841796875,0.17263349150062196,2,0.32175171950347525,0.8373497805652359,0.18179849425658554,low_band
0,2.3193359375,0.0,16,0.2866964088951874,0.7620501254629424,0.09170914038100716,high_band
1,2.262995793269231,0.5048247859608521,13,0.2126327545506507,0.9149459840818862,0.08472693832627426,low_band
