boot_id,n_spacing_modes,spacing_mode_center_1,jitter_boundary_1,jitter_boundary_2,occupancy_boundary_1,occupancy_boundary_2
229,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
230,1,2.3193359375,0.2938578491475432,0.30118632883178226,0.20606060606060606,0.2424242424242424
231,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.20606060606060606,0.2424242424242424
232,1,2.3193359375,0.2938578491475432,0.2938578491475432,0.2545454545454545,0.2545454545454545
233,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
234,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.19012345679012346,0.2641975308641975
235,1,2.3193359375,0.2882598402933142,0.3048505686739018,0.2,0.2641975308641975
236,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
237,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2545454545454545,0.2823793490460157
238,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.21818181818181817,0.2545454545454545
239,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.18518518518518517,0.20718294051627384
240,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.1961840628507295,0.21818181818181817
241,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.20606060606060606,0.21818181818181817
242,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.1961840628507295,0.2424242424242424
243,1,2.3193359375,0.2840817661155349,0.29334401481188344,0.2303030303030303,0.2545454545454545
244,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.1961840628507295,0.2424242424242424
245,1,2.3193359375,0.27748355044734135,0.2799644761030204,0.21818181818181817,0.27025813692480355
246,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.18518518518518517,0.20718294051627384
247,1,2.3193359375,0.2799644761030204,0.296555204483608,0.23209876543209876,0.2962962962962963
248,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.21818181818181817,0.2424242424242424
249,1,2.3193359375,0.27624308761950184,0.28798626197152943,0.21818181818181817,0.21818181818181817
250,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.23636363636363633
251,1,2.3193359375,0.28459560045119464,0.2938578491475432,0.2303030303030303,0.2545454545454545
252,1,2.3193359375,0.2821146747955156,0.30118632883178226,0.20606060606060606,0.21818181818181817
253,1,2.3193359375,0.2799644761030204,0.2799644761030204,0.24421997755331087,0.2962962962962963
254,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.19012345679012346,0.21212121212121213
255,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.18518518518518517,0.20718294051627384
256,1,2.3193359375,0.2923163461405639,0.3006724944961225,0.19012345679012346,0.2
257,1,2.3193359375,0.2799644761030204,0.2881990561280494,0.20606060606060606,0.27025813692480355
258,1,2.3193359375,0.27748355044734135,0.28922672479936895,0.21818181818181817,0.2424242424242424
259,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.21818181818181817,0.2545454545454545
260,1,2.3193359375,0.2923163461405639,0.2923163461405639,0.18518518518518517,0.20718294051627384
261,1,2.3193359375,0.29283018047622367,0.30118632883178226,0.2,0.21212121212121213
262,1,2.3193359375,0.28160084045985584,0.29334401481188344,0.20606060606060606,0.21818181818181817
263,1,2.3193359375,0.2938578491475432,0.30118632883178226,0.2,0.23636363636363633
264,1,2.3193359375,0.27748355044734135,0.28922672479936895,0.21818181818181817,0.2424242424242424
265,1,2.3193359375,0.2840817661155349,0.2923163461405639,0.19012345679012346,0.2641975308641975
266,1,2.3193359375,0.29283018047622367,0.2938578491475432,0.2303030303030303,0.2545454545454545
267,1,2.3193359375,0.2923163461405639,0.29334401481188344,0.19012345679012346,0.21212121212121213
268,1,2.3193359375,0.2799644761030204,0.28922672479936895,0.2684624017957351,0.2962962962962963
269,1,2.3193359375,0.28160084045985584,0.2923163461405639,0.1961840628507295,0.21818181818181817
270,1,2.3193359375,0.28459560045119464,0.30118632883178226,0.20606060606060606,0.2424242424242424
